example_id                                                                    | status | run_time        |
./spec/commands/videos/fetch_ytb_info_cmd_spec.rb[1:1:2:1]                    | passed | 0.003 seconds   |
./spec/commands/videos/fetch_ytb_info_cmd_spec.rb[1:1:2:2]                    | passed | 0.00221 seconds |
./spec/commands/videos/fetch_ytb_info_cmd_spec.rb[1:1:3:1]                    | passed | 0.00879 seconds |
./spec/commands/videos/fetch_ytb_info_cmd_spec.rb[1:1:4:1:1]                  | passed | 0.01104 seconds |
./spec/commands/videos/fetch_ytb_info_cmd_spec.rb[1:1:4:2:1]                  | passed | 0.00649 seconds |
./spec/helpers/application_helper_spec.rb[1:1:1:1:1]                          | passed | 0.00338 seconds |
./spec/helpers/application_helper_spec.rb[1:1:1:2:1]                          | passed | 0.00345 seconds |
./spec/helpers/application_helper_spec.rb[1:1:2:1:1]                          | passed | 0.00402 seconds |
./spec/helpers/application_helper_spec.rb[1:1:2:2:1]                          | passed | 0.00731 seconds |
./spec/helpers/application_helper_spec.rb[1:2:1]                              | passed | 0.15123 seconds |
./spec/helpers/http_api_caller_helper_spec.rb[1:1:1]                          | passed | 0.00272 seconds |
./spec/helpers/http_api_caller_helper_spec.rb[1:1:2:1]                        | passed | 0.0036 seconds  |
./spec/helpers/http_api_caller_helper_spec.rb[1:1:3:1]                        | passed | 0.00286 seconds |
./spec/helpers/http_api_caller_helper_spec.rb[1:2:1]                          | passed | 0.00515 seconds |
./spec/helpers/http_api_caller_helper_spec.rb[1:3:1]                          | passed | 0.08512 seconds |
./spec/models/user_spec.rb[1:1:1]                                             | passed | 0.00556 seconds |
./spec/models/user_spec.rb[1:1:2]                                             | passed | 0.0029 seconds  |
./spec/models/user_spec.rb[1:2:1]                                             | passed | 0.03292 seconds |
./spec/models/user_spec.rb[1:2:2]                                             | passed | 0.03015 seconds |
./spec/models/user_spec.rb[1:2:3]                                             | passed | 0.0108 seconds  |
./spec/models/user_spec.rb[1:2:4]                                             | passed | 0.00847 seconds |
./spec/models/user_spec.rb[1:3:1:1]                                           | passed | 0.01903 seconds |
./spec/models/user_spec.rb[1:3:1:2]                                           | passed | 0.01666 seconds |
./spec/models/user_spec.rb[1:3:1:3]                                           | passed | 0.02474 seconds |
./spec/models/validators/ytb_url_validator_spec.rb[1:1:1]                     | passed | 0.0083 seconds  |
./spec/models/validators/ytb_url_validator_spec.rb[1:2:1]                     | passed | 0.01056 seconds |
./spec/models/validators/ytb_url_validator_spec.rb[1:3:1]                     | passed | 0.00586 seconds |
./spec/models/video_spec.rb[1:1:1]                                            | passed | 0.00427 seconds |
./spec/models/video_spec.rb[1:2:1]                                            | passed | 0.01049 seconds |
./spec/models/video_spec.rb[1:2:2]                                            | passed | 0.01034 seconds |
./spec/models/video_spec.rb[1:2:3]                                            | passed | 0.00675 seconds |
./spec/models/video_spec.rb[1:2:4]                                            | passed | 0.00692 seconds |
./spec/requests/api/base_controller_spec.rb[1:1:1]                            | passed | 0.01121 seconds |
./spec/requests/api/base_controller_spec.rb[1:2:1]                            | passed | 0.00799 seconds |
./spec/requests/api/base_controller_spec.rb[1:3:1]                            | passed | 0.01411 seconds |
./spec/requests/api/base_controller_spec.rb[1:4:1]                            | passed | 0.01714 seconds |
./spec/requests/api/base_controller_spec.rb[1:5:1]                            | passed | 0.01075 seconds |
./spec/requests/api/oauth_tokens_controller_spec.rb[1:1:1:1:1:1]              | passed | 0.04952 seconds |
./spec/requests/api/oauth_tokens_controller_spec.rb[1:1:1:2:1:1]              | passed | 0.02689 seconds |
./spec/requests/api/oauth_tokens_controller_spec.rb[1:1:1:3:1:1]              | passed | 0.01542 seconds |
./spec/requests/api/oauth_tokens_controller_spec.rb[1:1:1:4:1:1]              | passed | 0.02623 seconds |
./spec/requests/api/v1/videos_controller_spec.rb[1:1:1:1:1]                   | passed | 0.01957 seconds |
./spec/requests/api/v1/videos_controller_spec.rb[1:1:2:1:1:1]                 | passed | 0.01512 seconds |
./spec/requests/api/v1/videos_controller_spec.rb[1:1:2:2:1]                   | passed | 0.04359 seconds |
./spec/requests/api/v1/videos_controller_spec.rb[1:1:2:3:1]                   | passed | 0.07813 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:1:1]                             | passed | 0.03889 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:2:1]                             | passed | 0.03281 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:3:1]                             | passed | 0.03528 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:4:1]                             | passed | 0.03323 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:5:1]                             | passed | 0.05129 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:6:1]                             | passed | 0.03379 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:7:1]                             | passed | 0.03246 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:8:1]                             | passed | 0.03298 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:9:1]                             | passed | 0.03242 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:10:1]                            | passed | 0.03367 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:11:1]                            | passed | 0.03374 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:12:1]                            | passed | 0.0319 seconds  |
./spec/requests/dummy_controller_spec.rb[1:1:13:1]                            | passed | 0.03276 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:14:1]                            | passed | 0.03386 seconds |
./spec/requests/dummy_controller_spec.rb[1:1:15:1]                            | passed | 0.03585 seconds |
./spec/requests/dummy_controller_spec.rb[1:2:1:1:1]                           | passed | 0.0034 seconds  |
./spec/requests/dummy_controller_spec.rb[1:2:1:2:1]                           | passed | 0.14266 seconds |
./spec/requests/dummy_controller_spec.rb[1:2:2:1:1]                           | passed | 0.00321 seconds |
./spec/requests/dummy_controller_spec.rb[1:2:2:2:1]                           | passed | 0.00344 seconds |
./spec/requests/dummy_controller_spec.rb[1:2:3:1:1]                           | passed | 0.00275 seconds |
./spec/requests/dummy_controller_spec.rb[1:2:3:2:1]                           | passed | 0.00367 seconds |
./spec/requests/users/sessions_spec.rb[1:1:1:1:1]                             | passed | 0.02644 seconds |
./spec/requests/users/sessions_spec.rb[1:1:1:2:1]                             | passed | 0.02119 seconds |
./spec/requests/users/sessions_spec.rb[1:1:1:3:1]                             | passed | 0.02352 seconds |
./spec/requests/users/sessions_spec.rb[1:1:2:1:1]                             | passed | 0.02702 seconds |
./spec/requests/users/sessions_spec.rb[1:1:2:2:1]                             | passed | 0.02646 seconds |
./spec/requests/users/sessions_spec.rb[1:1:3:1]                               | passed | 0.03269 seconds |
./spec/requests/videos_spec.rb[1:1:1]                                         | passed | 0.12086 seconds |
./spec/requests/videos_spec.rb[1:2:1:1]                                       | passed | 0.03446 seconds |
./spec/requests/videos_spec.rb[1:2:2:1]                                       | passed | 0.02505 seconds |
./spec/requests/videos_spec.rb[1:3:1:1]                                       | passed | 0.02733 seconds |
./spec/requests/videos_spec.rb[1:3:2:1:1]                                     | passed | 0.0198 seconds  |
./spec/requests/videos_spec.rb[1:3:2:2:1]                                     | passed | 0.0232 seconds  |
./spec/serializers/user_serializer_spec.rb[1:1]                               | passed | 0.01514 seconds |
./spec/serializers/video_serializer_spec.rb[1:1]                              | passed | 0.02411 seconds |
./spec/serializers/video_serializer_spec.rb[1:2:1]                            | passed | 0.01781 seconds |
./spec/sidekiq/ws_notification_job_spec.rb[1:1:1]                             | passed | 0.00435 seconds |
./spec/sidekiq/ws_notification_job_spec.rb[1:2:1]                             | passed | 0.00323 seconds |
